55104:
 num     #instances         #bytes  class name (module)
1317:             1             48  [Lsun.security.x509.NetscapeCertTypeExtension$MapEntry; (java.base@17.0.18)
1318:             2             48  app.cash.sqldelight.coroutines.FlowQuery$mapToList$$inlined$map$1
1319:             2             48  app.cash.sqldelight.coroutines.FlowQuery$mapToList$$inlined$map$1$2
1320:             2             48  com.github.junrar.RarFormat
1321:             2             48  com.github.junrar.unpack.ppm.BlockTypes
1322:             1             48  com.github.junrar.unpack.ppm.RangeCoder
1323:             2             48  com.github.junrar.unpack.ppm.StateRef
1324:             2             48  com.sun.imageio.plugins.png.PNGImageDataEnumeration (java.desktop@17.0.18)
1325:             2             48  com.sun.jna.NativeLibrary$NativeLibraryDisposer
1326:             2             48  com.sun.jna.StructureReadContext
1327:             1             48  com.sun.jna.win32.W32APIOptions$1
1328:             1             48  com.sun.jna.win32.W32APIOptions$2
1329:             2             48  com.sun.jna.win32.W32APITypeMapper
1330:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator (java.xml@17.0.18)
1331:             3             48  com.sun.org.apache.xerces.internal.util.EntityResolverWrapper (java.xml@17.0.18)
1332:             3             48  java.awt.ComponentOrientation (java.desktop@17.0.18)
1333:             2             48  java.awt.Window$WindowDisposerRecord (java.desktop@17.0.18)
1334:             2             48  java.io.File$PathStatus (java.base@17.0.18)
1335:             2             48  java.io.SequenceInputStream (java.base@17.0.18)
1336:             2             48  java.lang.Double (java.base@17.0.18)
1337:             1             48  java.lang.NullPointerException (java.base@17.0.18)
1338:             2             48  java.lang.ThreadLocal$SuppliedThreadLocal (java.base@17.0.18)
1339:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@17.0.18)
1340:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@17.0.18)
1341:             2             48  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@17.0.18)
1342:             2             48  java.lang.reflect.ReflectPermission (java.base@17.0.18)
1343:             3             48  java.nio.charset.CodingErrorAction (java.base@17.0.18)
1344:             2             48  java.sql.SQLPermission (java.sql@17.0.18)
1345:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@17.0.18)
1346:             2             48  java.time.ZoneRegion (java.base@17.0.18)
1347:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@17.0.18)
1348:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@17.0.18)
1349:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@17.0.18)
1350:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@17.0.18)
1351:             3             48  java.util.TreeSet (java.base@17.0.18)
1352:             3             48  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.18)
1353:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@17.0.18)
1354:             2             48  java.util.concurrent.LinkedBlockingQueue$Node (java.base@17.0.18)
1355:             3             48  java.util.concurrent.SynchronousQueue$TransferStack (java.base@17.0.18)
1356:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@17.0.18)
1357:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@17.0.18)
1358:             2             48  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter (java.base@17.0.18)
1359:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@17.0.18)
1360:             2             48  java.util.logging.LoggingPermission (java.logging@17.0.18)
1361:             2             48  javax.crypto.CryptoPermissions (java.base@17.0.18)
1362:             1             48  javax.imageio.ImageTypeSpecifier$Packed (java.desktop@17.0.18)
1363:             3             48  javax.xml.parsers.FactoryFinder$$Lambda$331/0x000000080027f538 (java.xml@17.0.18)
1364:             3             48  javax.xml.parsers.FactoryFinder$$Lambda$333/0x000000080027fba0 (java.xml@17.0.18)
1365:             3             48  javax.xml.parsers.FactoryFinder$1 (java.xml@17.0.18)
1366:             1             48  jdk.internal.icu.util.CodePointTrie$Fast16 (java.base@17.0.18)
1367:             2             48  jdk.internal.icu.util.CodePointTrie$Type (java.base@17.0.18)
1368:             1             48  jdk.internal.jimage.ImageHeader (java.base@17.0.18)
1369:             2             48  jdk.internal.misc.Signal (java.base@17.0.18)
1370:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@17.0.18)
1371:             3             48  jdk.internal.module.ServicesCatalog (java.base@17.0.18)
1372:             3             48  jdk.internal.util.Preconditions$1 (java.base@17.0.18)
1373:             2             48  jdk.xml.internal.XMLSecurityManager$Processor (java.xml@17.0.18)
1374:             2             48  kotlin.SynchronizedLazyImpl
1375:             2             48  kotlin.sequences.FilteringSequence
1376:             2             48  kotlin.sequences.TransformingSequence
1377:             2             48  kotlin.sequences.TransformingSequence$iterator$1
1378:             1             48  kotlinx.coroutines.BlockingEventLoop
1379:             1             48  kotlinx.coroutines.DefaultExecutor
1380:             1             48  kotlinx.coroutines.flow.FlowKt__ZipKt$combine$1$1
1381:             1             48  kotlinx.coroutines.flow.internal.ChannelFlow$collect$2
1382:             1             48  kotlinx.coroutines.flow.internal.ChannelFlowTransformLatest$flowCollect$3
1383:             1             48  kotlinx.coroutines.flow.internal.ChannelFlowTransformLatest$flowCollect$3$1$2
1384:             2             48  kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1$1
1385:             1             48  kotlinx.coroutines.internal.LimitedDispatcher
1386:             3             48  kotlinx.coroutines.internal.Removed
1387:             3             48  kotlinx.serialization.internal.PluginGeneratedSerialDescriptor$$Lambda$170/0x000000080029c6c0
1388:             3             48  kotlinx.serialization.internal.PluginGeneratedSerialDescriptor$$Lambda$171/0x000000080029cad0
1389:             3             48  kotlinx.serialization.internal.PluginGeneratedSerialDescriptor$$Lambda$172/0x000000080029ccf0
1390:             1             48  mihon.desktop.backup.DesktopBackupScheduler
1391:             1             48  mihon.desktop.category.DesktopCategoryService$special$$inlined$map$1$1
1392:             1             48  mihon.desktop.download.DownloadDiskProvider
1393:             2             48  mihon.desktop.history.DesktopHistoryGroup
1394:             2             48  mihon.desktop.library.backup.AndroidBackupExporter
1395:             1             48  mihon.desktop.library.db.SqlDelightLibraryRepository$observeCategories$$inlined$map$1$1
1396:             1             48  mihon.desktop.library.db.SqlDelightLibraryRepository$observeHistory$$inlined$map$1$1
1397:             2             48  mihon.desktop.library.local.LocalChapterKind
1398:             2             48  mihon.desktop.library.local.LocalImportScanner
1399:             2             48  mihon.desktop.library.local.LocalImporterConstruction
1400:             2             48  mihon.desktop.library.local.LocalScanMode
1401:             2             48  mihon.desktop.library.model.ImportType
1402:             1             48  mihon.desktop.library.update.LibraryUpdateService
1403:             2             48  mihon.desktop.platform.DistributionMode
1404:             2             48  mihon.desktop.reader.ReaderWheelBehavior
1405:             1             48  mihon.desktop.stats.OverviewStats
1406:             1             48  mihon.desktop.track.TrackOnReadSyncService$3
1407:             1             48  mihon.desktop.webview.DesktopWebViewManager
1408:             3             48  mihon.reader.image.ImageIoPageDecoder$$Lambda$261/0x00000008002eee88
1409:             2             48  mihon.reader.memory.MemoryKind
1410:             2             48  mihon.reader.prefetch.NavigationDirection
1411:             2             48  mihon.reader.session.ProgressWriteResult
1412:             2             48  mihon.reader.source.ChapterDirection
1413:             2             48  mihon.reader.source.SingleChannelVolumeManager$nextVolume$1
1414:             1             48  org.apache.commons.compress.archivers.sevenz.Coders$1
1415:             3             48  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$UnparseableExtraField
1416:             2             48  org.apache.commons.compress.archivers.zip.ZipArchiveEntry$CommentSource
1417:             3             48  org.slf4j.helpers.BasicMarkerFactory
1418:             2             48  org.slf4j.helpers.Reporter$TargetChoice
1419:             2             48  org.sqlite.SQLiteConfig$DatePrecision
1420:             2             48  org.sqlite.SQLiteConfig$LockingMode
1421:             1             48  org.sqlite.date.FastDateParser
1422:             2             48  org.sqlite.date.FastDatePrinter$PaddedNumberField
1423:             3             48  org.sqlite.util.LoggerFactory$SLF4JLogger
1424:             2             48  sun.awt.MostRecentKeyValue (java.desktop@17.0.18)
1425:             3             48  sun.awt.SunDisplayChanger (java.desktop@17.0.18)
1426:             1             48  sun.awt.Symbol$Encoder (java.desktop@17.0.18)
1427:             1             48  sun.awt.windows.WingDings$Encoder (java.desktop@17.0.18)
1428:             1             48  sun.java2d.SurfaceData$PixelToPgramLoopConverter (java.desktop@17.0.18)
1429:             2             48  sun.java2d.d3d.D3DContext$D3DContextCaps (java.desktop@17.0.18)
1430:             1             48  sun.java2d.loops.DrawGlyphListColor (java.desktop@17.0.18)
1431:             3             48  sun.java2d.pipe.PixelToShapeConverter (java.desktop@17.0.18)
1432:             1             48  sun.java2d.pipe.RenderBuffer (java.desktop@17.0.18)
1433:             3             48  sun.java2d.pipe.SpanClipRenderer (java.desktop@17.0.18)
1434:             1             48  sun.nio.cs.UTF_8$Encoder (java.base@17.0.18)
1435:             2             48  sun.security.jca.ProviderList (java.base@17.0.18)
1436:             2             48  sun.security.jca.ProviderList$3 (java.base@17.0.18)
1437:             2             48  sun.security.ssl.SSLAlgorithmConstraints (java.base@17.0.18)
1438:             3             48  sun.security.ssl.SSLCipher$StreamReadCipherGenerator (java.base@17.0.18)
1439:             3             48  sun.security.ssl.SSLCipher$StreamWriteCipherGenerator (java.base@17.0.18)
1440:             2             48  sun.security.ssl.SSLScope (java.base@17.0.18)
1441:             2             48  sun.security.x509.AccessDescription (java.base@17.0.18)
1442:             3             48  sun.security.x509.RFC822Name (java.base@17.0.18)
1443:             2             48  sun.util.locale.LocaleExtensions (java.base@17.0.18)
1444:             2             48  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@17.0.18)
1445:             2             48  sun.util.locale.provider.LocaleServiceProviderPool (java.base@17.0.18)
1446:             1             48  sun.util.resources.TimeZoneNames (java.base@17.0.18)
1447:             1             48  sun.util.resources.TimeZoneNames_en (java.base@17.0.18)
1448:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@17.0.18)
1449:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@17.0.18)
1450:             1             40  [Lcom.github.junrar.rarfile.HostSystem;
1451:             1             40  [Lcom.github.junrar.rarfile.SubBlockHeaderType;
1452:             1             40  [Lcom.sun.org.apache.xerces.internal.util.Status; (java.xml@17.0.18)
1453:             1             40  [Ljava.lang.Thread$State; (java.base@17.0.18)
1454:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@17.0.18)
1455:             1             40  [Ljava.time.format.SignStyle; (java.base@17.0.18)
1456:             1             40  [Ljava.time.format.TextStyle; (java.base@17.0.18)
1457:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@17.0.18)
1458:             1             40  [Lkotlinx.coroutines.scheduling.CoroutineScheduler$WorkerState;
1459:             1             40  [Lmihon.desktop.library.update.LibraryUpdateStatus;
1460:             1             40  [Lmihon.desktop.reader.ReaderColorFilter;
1461:             1             40  [Lmihon.reader.model.ReadingMode;
1462:             1             40  [Lokhttp3.TlsVersion;
1463:             1             40  [Lorg.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode;
1464:             1             40  [Lorg.sqlite.SQLiteConfig$JournalMode;
1465:             1             40  [Lsun.awt.FontDescriptor; (java.desktop@17.0.18)
1466:             1             40  [Lsun.java2d.loops.RenderLoops; (java.desktop@17.0.18)
1467:             1             40  [Lsun.java2d.loops.SurfaceType; (java.desktop@17.0.18)
1468:             1             40  [Lsun.nio.fs.WindowsPathType; (java.base@17.0.18)
1469:             1             40  [Lsun.security.ssl.CipherSuite$MacAlg; (java.base@17.0.18)
1470:             1             40  [Lsun.security.util.DisabledAlgorithmConstraints$Constraint$Operator; (java.base@17.0.18)
1471:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@17.0.18)
1472:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@17.0.18)
1473:             1             40  [[[I (java.base@17.0.18)
1474:             1             40  [[[Lsun.awt.FontDescriptor; (java.desktop@17.0.18)
1475:             1             40  [[[S (java.base@17.0.18)
1476:             1             40  app.cash.sqldelight.SimpleQuery
1477:             1             40  com.github.junrar.unpack.ppm.RangeCoder$SubRange
1478:             1             40  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1 (java.xml@17.0.18)
1479:             1             40  com.sun.xml.internal.stream.util.BufferAllocator (java.xml@17.0.18)
1480:             1             40  java.awt.BasicStroke (java.desktop@17.0.18)
1481:             1             40  java.awt.Cursor (java.desktop@17.0.18)
1482:             1             40  java.io.FilePermission (java.base@17.0.18)
1483:             1             40  java.io.PipedInputStream (java.base@17.0.18)
1484:             1             40  java.lang.ArithmeticException (java.base@17.0.18)
1485:             1             40  java.lang.ClassCastException (java.base@17.0.18)
1486:             1             40  java.lang.VirtualMachineError (java.base@17.0.18)
1487:             1             40  java.lang.invoke.VarHandleInts$FieldStaticReadWrite (java.base@17.0.18)
1488:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@17.0.18)
1489:             1             40  java.time.format.DateTimeFormatterBuilder (java.base@17.0.18)
1490:             1             40  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@17.0.18)
1491:             1             40  java.util.ResourceBundle$2 (java.base@17.0.18)
1492:             1             40  java.util.regex.Pattern$Loop (java.base@17.0.18)
1493:             1             40  javax.crypto.CryptoAllPermission (java.base@17.0.18)
1494:             1             40  jdk.internal.event.SecurityProviderServiceEvent (java.base@17.0.18)
1495:             1             40  jdk.internal.loader.URLClassPath (java.base@17.0.18)
1496:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@17.0.18)
1497:             1             40  kotlinx.coroutines.EventLoopImplBase$DelayedResumeTask
1498:             1             40  kotlinx.coroutines.channels.BufferedChannelKt$createSegmentFunction$1
1499:             1             40  kotlinx.coroutines.flow.internal.ChannelFlow$collectToFun$1
1500:             1             40  kotlinx.coroutines.flow.internal.SafeCollectorKt$emitFun$1
1501:             1             40  kotlinx.coroutines.scheduling.DefaultScheduler
1502:             1             40  kotlinx.coroutines.sync.SemaphoreAndMutexImpl$addAcquireToQueue$createNewSegment$1
1503:             1             40  kotlinx.coroutines.sync.SemaphoreAndMutexImpl$tryResumeNextFromQueue$createNewSegment$1
1504:             1             40  kotlinx.serialization.modules.SerialModuleImpl
1505:             1             40  mihon.desktop.DesktopRuntime$2$1
1506:             1             40  mihon.desktop.DesktopRuntime$6
1507:             1             40  mihon.desktop.DesktopRuntimeFactory$create$1
1508:             1             40  mihon.desktop.DesktopRuntimeFactory$create$networkHelper$1
1509:             1             40  mihon.desktop.DesktopRuntimeFactory$create$processManager$1
1510:             1             40  mihon.desktop.DesktopRuntimeFactory$create$processManager$2
1511:             1             40  mihon.desktop.backup.DesktopBackupScheduler$1
1512:             1             40  mihon.desktop.cli.DesktopCommandRunner$1
1513:             1             40  mihon.desktop.cli.PackagedReaderVerifier$verify$1
1514:             1             40  mihon.desktop.download.DownloadStore
1515:             1             40  mihon.desktop.extension.DesktopExtensionInstaller
1516:             1             40  mihon.desktop.extension.ExtensionTrustStore
1517:             1             40  mihon.desktop.extension.NetworkRequestScheduler$1
1518:             1             40  mihon.desktop.extension.builtin.BundledLocalSource
1519:             1             40  mihon.desktop.history.DesktopHistoryService$state$2
1520:             1             40  mihon.desktop.library.backup.AndroidBackupCodec$1
1521:             1             40  mihon.desktop.library.db.LibraryQueries$selectAllCategories$2
1522:             1             40  mihon.desktop.library.db.LibraryQueries$selectChapterByIdentity$2
1523:             1             40  mihon.desktop.library.db.LibraryQueries$selectChaptersForManga$2
1524:             1             40  mihon.desktop.library.db.LibraryQueries$selectHistoryWithDetails$2
1525:             1             40  mihon.desktop.library.db.LibraryQueries$selectLibrary$2
1526:             1             40  mihon.desktop.library.db.LibraryQueries$selectLocalMangaByManifest$2
1527:             1             40  mihon.desktop.library.db.LibraryQueries$selectMangaByIdentity$2
1528:             1             40  mihon.desktop.library.db.LibraryQueries$selectNextReaderChapterAsset$2
1529:             1             40  mihon.desktop.library.db.LibraryQueries$selectNextReaderOnlineChapter$2
1530:             1             40  mihon.desktop.library.db.LibraryQueries$selectPreviousReaderChapterAsset$2
1531:             1             40  mihon.desktop.library.db.LibraryQueries$selectPreviousReaderOnlineChapter$2
1532:             1             40  mihon.desktop.library.db.LibraryQueries$selectReaderChapterAsset$2
1533:             1             40  mihon.desktop.library.db.LibraryQueries$selectReaderOnlineChapter$2
1534:             1             40  mihon.desktop.library.db.ReaderProgressVersion$compareTo$1
1535:             1             40  mihon.desktop.library.db.ReaderProgressVersion$compareTo$2
1536:             1             40  mihon.desktop.library.local.LocalImportStager$2
1537:             1             40  mihon.desktop.library.update.LibraryUpdateScheduler$1
1538:             1             40  mihon.desktop.notification.WindowsDesktopNotificationService
1539:             1             40  mihon.desktop.platform.WindowsBackgroundScheduler
1540:             1             40  mihon.desktop.stats.DesktopStatsData
1541:             1             40  mihon.desktop.track.TrackOnReadSyncService$1
1542:             1             40  mihon.desktop.track.TrackOnReadSyncService$2
1543:             1             40  mihon.desktop.updates.DesktopAppUpdateService$1
1544:             1             40  mihon.desktop.updates.DesktopAppUpdateService$2
1545:             1             40  mihon.reader.prefetch.PageLoadCoordinator$demandUp$1$1
1546:             1             40  mihon.reader.session.DefaultReaderSession$2
1547:             1             40  mihon.reader.source.EpubChapterSource$pages$1
1548:             1             40  mihon.reader.source.RarChapterSource$pages$1
1549:             1             40  mihon.reader.source.ReaderFailure$UnsupportedImage
1550:             1             40  org.sqlite.jdbc4.JDBC4Connection
1551:             1             40  sun.awt.AWTAutoShutdown (java.desktop@17.0.18)
1552:             1             40  sun.awt.resources.awt (java.desktop@17.0.18)
1553:             1             40  sun.awt.resources.awt_zh_CN (java.desktop@17.0.18)
1554:             1             40  sun.awt.windows.WFontPeer (java.desktop@17.0.18)
1555:             1             40  sun.awt.windows.WSystemTrayPeer (java.desktop@17.0.18)
1556:             1             40  sun.java2d.SurfaceDataProxy$1 (java.desktop@17.0.18)
1557:             1             40  sun.java2d.d3d.D3DGraphicsConfig (java.desktop@17.0.18)
1558:             1             40  sun.nio.ch.FileKey (java.base@17.0.18)
1559:             1             40  sun.nio.ch.FileLockImpl (java.base@17.0.18)
1560:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@17.0.18)
1561:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@17.0.18)
1562:             1             40  sun.nio.cs.StandardCharsets$Classes (java.base@17.0.18)
1563:             1             40  sun.security.ssl.TrustStoreManager$TrustStoreDescriptor (java.base@17.0.18)
1564:             1             40  sun.text.resources.cldr.FormatData (java.base@17.0.18)
1565:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@17.0.18)
1566:             1             40  sun.util.resources.Bundles$1 (java.base@17.0.18)
1567:             1             40  sun.util.resources.cldr.CalendarData (java.base@17.0.18)
1568:             1             32  [Lcom.github.junrar.rarfile.RARVersion;
1569:             1             32  [Lcom.github.junrar.unpack.decode.AudioVariables;
1570:             1             32  [Lcom.github.junrar.unpack.decode.MultDecode;
1571:             1             32  [Ljava.awt.Dialog$ModalExclusionType; (java.desktop@17.0.18)
1572:             1             32  [Ljava.awt.EventFilter$FilterAction; (java.desktop@17.0.18)
1573:             1             32  [Ljava.awt.Queue; (java.desktop@17.0.18)
1574:             1             32  [Ljava.awt.Window$Type; (java.desktop@17.0.18)
1575:             1             32  [Ljava.awt.desktop.UserSessionEvent$Reason; (java.desktop@17.0.18)
1576:             1             32  [Ljava.lang.ThreadGroup; (java.base@17.0.18)
1577:             2             32  [Ljava.lang.Throwable; (java.base@17.0.18)
1578:             2             32  [Ljava.lang.annotation.Annotation; (java.base@17.0.18)
1579:             1             32  [Ljava.lang.invoke.VarHandle$VarHandleDesc$Kind; (java.base@17.0.18)
1580:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@17.0.18)
1581:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@17.0.18)
1582:             1             32  [Ljava.net.Proxy$Type; (java.base@17.0.18)
1583:             1             32  [Ljava.nio.file.FileTreeWalker$EventType; (java.base@17.0.18)
1584:             1             32  [Ljava.nio.file.FileVisitResult; (java.base@17.0.18)
1585:             1             32  [Ljava.nio.file.StandardCopyOption; (java.base@17.0.18)
1586:             1             32  [Ljava.nio.file.attribute.AclEntryType; (java.base@17.0.18)
1587:             1             32  [Ljava.security.DrbgParameters$Capability; (java.base@17.0.18)
1588:             1             32  [Ljava.text.Normalizer$Form; (java.base@17.0.18)
1589:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@17.0.18)
1590:             1             32  [Ljava.time.format.ResolverStyle; (java.base@17.0.18)
1591:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@17.0.18)
1592:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@17.0.18)
1593:             1             32  [Ljava.util.Set; (java.base@17.0.18)
1594:             1             32  [Ljava.util.concurrent.ConcurrentHashMap$CounterCell; (java.base@17.0.18)
1595:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@17.0.18)
1596:             1             32  [Ljava.util.stream.MatchOps$MatchKind; (java.base@17.0.18)
1597:             1             32  [Ljava.util.stream.StreamShape; (java.base@17.0.18)
1598:             1             32  [Ljdk.internal.icu.util.CodePointTrie$ValueWidth; (java.base@17.0.18)
1599:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@17.0.18)
1600:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@17.0.18)
1601:             1             32  [Lkotlin.LazyThreadSafetyMode;
1602:             1             32  [Lkotlin.coroutines.intrinsics.CoroutineSingletons;
1603:             1             32  [Lkotlinx.coroutines.CoroutineStart;
1604:             1             32  [Lkotlinx.coroutines.channels.BufferOverflow;
1605:             1             32  [Lkotlinx.serialization.json.ClassDiscriminatorMode;
1606:             1             32  [Lkotlinx.serialization.json.internal.WriteMode;
1607:             1             32  [Lmihon.desktop.extension.HostProcessState;
1608:             1             32  [Lmihon.desktop.i18n.AppLanguage;
1609:             1             32  [Lmihon.desktop.library.model.ImportStatus;
1610:             1             32  [Lmihon.desktop.preferences.ThemeMode;
1611:             1             32  [Lmihon.desktop.reader.ReaderBackgroundColor;
1612:             1             32  [Lmihon.desktop.reader.ReaderClickAction;
1613:             1             32  [Lmihon.desktop.reader.ReaderWindowMode;
1614:             1             32  [Lmihon.desktop.track.TrackerAuthType;
1615:             1             32  [Lmihon.reader.model.ScaleMode;
1616:             1             32  [Lmihon.reader.source.TarCompression;
1617:             1             32  [Lorg.apache.commons.compress.archivers.zip.ZipArchiveEntry$NameSource;
1618:             1             32  [Lorg.apache.commons.io.StandardLineSeparator;
1619:             1             32  [Lorg.slf4j.helpers.Reporter$Level;
1620:             1             32  [Lorg.sqlite.SQLiteConfig$HexKeyMode;
1621:             1             32  [Lorg.sqlite.SQLiteConfig$SynchronousMode;
1622:             1             32  [Lorg.sqlite.SQLiteConfig$TempStore;
1623:             1             32  [Lsun.awt.AppContext$State; (java.desktop@17.0.18)
1624:             1             32  [Lsun.java2d.StateTrackable$State; (java.desktop@17.0.18)
1625:             1             32  [Lsun.security.ssl.CipherSuite$HashAlg; (java.base@17.0.18)
1626:             1             32  [Lsun.security.ssl.CipherType; (java.base@17.0.18)
1627:             2             32  app.cash.sqldelight.coroutines.FlowQuery$asFlow$1$$Lambda$147/0x0000000800237430
1628:             1             32  com.github.junrar.rarfile.rar5.Rar5HashType
1629:             1             32  com.github.junrar.unpack.decode.BitDecode
1630:             1             32  com.github.junrar.unpack.decode.DistDecode
1631:             1             32  com.github.junrar.unpack.decode.LitDecode
1632:             1             32  com.github.junrar.unpack.decode.LowDistDecode
1633:             1             32  com.github.junrar.unpack.decode.RepDecode
1634:             2             32  com.sun.imageio.plugins.common.InputStreamAdapter (java.desktop@17.0.18)
1635:             2             32  com.sun.jna.win32.W32APIFunctionMapper
1636:             2             32  com.sun.jna.win32.W32APITypeMapper$2
1637:             2             32  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator (java.xml@17.0.18)
1638:             1             32  java.awt.DefaultFocusTraversalPolicy (java.desktop@17.0.18)
1639:             1             32  java.awt.color.ICC_ProfileGray (java.desktop@17.0.18)
1640:             1             32  java.awt.font.FontRenderContext (java.desktop@17.0.18)
1641:             1             32  java.io.FileInputStream (java.base@17.0.18)
1642:             1             32  java.io.WinNTFileSystem (java.base@17.0.18)
1643:             2             32  java.lang.Boolean (java.base@17.0.18)
1644:             1             32  java.lang.Module$ArchivedData (java.base@17.0.18)
1645:             2             32  java.lang.Shutdown$Lock (java.base@17.0.18)
1646:             1             32  java.lang.StackWalker (java.base@17.0.18)
1647:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@17.0.18)
1648:             2             32  java.nio.ByteOrder (java.base@17.0.18)
1649:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@17.0.18)
1650:             2             32  java.util.Collections$SingletonSet (java.base@17.0.18)
1651:             1             32  java.util.Collections$UnmodifiableSortedMap (java.base@17.0.18)
1652:             2             32  java.util.Comparator$$Lambda$270/0x00000008002733d8 (java.base@17.0.18)
1653:             2             32  java.util.Optional (java.base@17.0.18)
1654:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@17.0.18)
1655:             2             32  java.util.TreeMap$KeySet (java.base@17.0.18)
1656:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@17.0.18)
1657:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@17.0.18)
1658:             1             32  java.util.concurrent.locks.ReentrantLock$FairSync (java.base@17.0.18)
1659:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@17.0.18)
1660:             1             32  java.util.regex.Pattern$NotBehind (java.base@17.0.18)
1661:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@17.0.18)
1662:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@17.0.18)
1663:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@17.0.18)
1664:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@17.0.18)
1665:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@17.0.18)
1666:             1             32  jdk.internal.reflect.UnsafeLongFieldAccessorImpl (java.base@17.0.18)
1667:             2             32  kotlin.text.StringsKt__StringsKt$lineSequence$$inlined$Sequence$1
1668:             1             32  kotlinx.coroutines.BlockingCoroutine
1669:             2             32  kotlinx.coroutines.Empty
1670:             2             32  kotlinx.coroutines.channels.ChannelResult
1671:             1             32  kotlinx.coroutines.channels.ProducerCoroutine
1672:             2             32  kotlinx.coroutines.channels.ReceiveCatching
1673:             2             32  kotlinx.coroutines.flow.SafeFlow
1674:             2             32  kotlinx.coroutines.flow.StateFlowSlot
1675:             1             32  kotlinx.coroutines.flow.internal.ChannelFlowTransformLatest
1676:             1             32  kotlinx.coroutines.flow.internal.ChannelFlowTransformLatest$flowCollect$3$1
1677:             1             32  kotlinx.coroutines.flow.internal.FlowCoroutine
1678:             2             32  kotlinx.coroutines.scheduling.GlobalQueue
1679:             2             32  kotlinx.serialization.json.internal.DescriptorSchemaCache$Key
1680:             1             32  mihon.desktop.category.DesktopCategoryService
1681:             1             32  mihon.desktop.cli.CoreMemoryHighWater
1682:             2             32  mihon.desktop.cli.DesktopCommand$VerifyReader
1683:             1             32  mihon.desktop.cli.DesktopCommandRunner
1684:             1             32  mihon.desktop.cli.ValidatedReaderFixture
1685:             1             32  mihon.desktop.extension.DesktopCookieStore
1686:             1             32  mihon.desktop.history.DesktopHistoryService
1687:             1             32  mihon.desktop.image.DesktopImageLoader
1688:             1             32  mihon.desktop.library.backup.AndroidBackupImporter
